dir_name,img_file,bound_left,bound_top,bound_right,bound_bot,pan,roll,tilt,anger,joy,sorrow,surprise,label
170524_0900_101/,G0014564.jpg,1322,1016,1390,1096,31.298667907714844,9.33670139312744,1.3518316745758057,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014565.jpg,1148,962,1224,1051,19.57945442199707,-16.363319396972653,8.911874771118164,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014565.jpg,2054,967,2116,1040,-0.3516682088375092,-7.326357364654541,2.2841811180114746,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014565.jpg,2256,967,2319,1039,-3.138518810272217,7.13877534866333,1.129574179649353,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014565.jpg,2994,963,3059,1040,1.4881690740585327,20.317272186279297,5.381175994873047,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014565.jpg,1003,979,1084,1073,13.845218658447266,30.72848701477051,-18.31151580810547,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014565.jpg,3036,1048,3110,1134,25.76003456115723,6.588076114654541,-1.0891563892364502,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014565.jpg,1320,991,1398,1081,27.875492095947266,6.5741143226623535,-7.48986005783081,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014565.jpg,2669,1193,2760,1298,26.56027984619141,-0.5271804332733154,-11.068815231323242,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014566.jpg,502,989,601,1105,-2.325949192047119,-17.163679122924805,-6.984032154083253,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014566.jpg,1003,986,1081,1076,17.890954971313477,32.145401000976555,-7.278531074523926,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014566.jpg,1142,960,1216,1046,-11.681048393249512,-9.35901927947998,1.6433366537094116,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014566.jpg,3038,1048,3112,1134,24.92104530334473,7.155100345611572,-4.141238689422607,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014566.jpg,2993,962,3056,1036,5.399864196777344,19.375226974487305,9.956028938293457,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014566.jpg,2057,980,2113,1046,5.717437267303468,-1.3144164085388184,3.2208504676818848,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014566.jpg,2671,1194,2760,1297,24.92840576171875,-2.08040452003479,-11.5090970993042,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014566.jpg,1316,985,1398,1081,37.62320327758789,-0.4105981290340424,-5.2481536865234375,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014567.jpg,498,993,600,1111,5.919364929199219,-16.002473831176758,0.7043481469154358,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014567.jpg,1150,967,1222,1050,14.366637229919435,-5.428600788116455,10.650071144104004,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014567.jpg,963,976,1043,1069,22.104595184326172,18.6341609954834,-15.4580078125,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014567.jpg,2057,975,2120,1047,1.6065995693206787,0.7291309237480164,-2.3493473529815674,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014567.jpg,1541,1683,1693,1860,35.19265365600586,-21.703428268432614,-16.425647735595707,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014567.jpg,2663,1190,2754,1296,37.72926712036133,-3.674546003341675,-16.93911361694336,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014567.jpg,3037,1048,3114,1137,25.92340660095215,9.482566833496094,-2.705341100692749,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014567.jpg,1321,987,1403,1081,50.11883544921875,-4.801117897033691,-4.353036403656007,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014568.jpg,500,992,601,1109,2.89981460571289,-17.27895736694336,-1.2565993070602417,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014568.jpg,1152,967,1223,1051,21.837936401367188,-7.262331485748291,11.863618850708008,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014568.jpg,714,1256,831,1392,16.70527458190918,-3.9406044483184814,-6.282814979553223,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014568.jpg,1547,1676,1705,1860,32.85296630859375,-22.74970054626465,-11.222546577453613,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014568.jpg,1320,985,1402,1082,30.506877899169922,2.1029889583587646,-4.596238136291504,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014568.jpg,2054,986,2109,1049,-4.293713092803955,-0.5658722519874573,-4.161451816558838,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014568.jpg,2267,967,2327,1038,-1.5334986448287964,10.137324333190918,-4.915648937225342,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014568.jpg,3037,1047,3114,1137,25.15939140319824,9.99348258972168,-4.287300109863281,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014568.jpg,906,968,994,1071,20.708383560180664,-2.567227840423584,-24.152851104736328,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014568.jpg,2673,1196,2760,1297,25.945934295654297,-1.6822699308395386,-9.674046516418457,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014568.jpg,1854,977,1921,1055,29.37331771850586,21.13058090209961,-24.99416542053223,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014569.jpg,704,1252,823,1390,29.361900329589844,-1.2244411706924438,-16.356056213378903,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014569.jpg,891,960,976,1058,21.85306739807129,-9.486028671264648,-3.4905874729156494,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014569.jpg,1550,1682,1702,1860,36.06033706665039,-18.16217803955078,-15.158010482788086,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014569.jpg,1326,1002,1402,1090,33.32107925415039,23.56637191772461,-14.408177375793455,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014569.jpg,3038,1048,3115,1137,27.07650756835937,11.766728401184082,-5.189786434173584,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014569.jpg,2674,1199,2758,1297,28.83346366882324,-1.1177636384963991,-6.797423839569093,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014569.jpg,2621,1070,2690,1151,-2.2541911602020264,5.450928688049316,-3.2494261264801025,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014569.jpg,1854,973,1920,1051,38.33849334716797,1.6032369136810305,-9.49009609222412,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014570.jpg,499,993,599,1109,5.119070053100586,-17.557540893554688,-1.3252204656600952,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014570.jpg,1153,967,1227,1053,24.11349868774414,-2.028692960739136,7.608021259307861,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014570.jpg,722,1256,838,1392,15.708520889282227,-9.714744567871094,-3.268065929412842,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014570.jpg,907,968,991,1066,9.919437408447266,-8.29344654083252,-17.939451217651367,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014570.jpg,3037,1048,3113,1136,28.34082794189453,10.02846622467041,-4.909024238586426,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014570.jpg,2032,972,2093,1043,-47.89141464233398,-0.6027374863624573,-15.786206245422365,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014571.jpg,892,956,979,1057,9.256442070007324,-14.154688835144045,-1.1843209266662598,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014571.jpg,3037,1048,3114,1138,28.47416687011719,9.748433113098145,-1.7861592769622805,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014571.jpg,2264,967,2326,1039,3.5775606632232666,9.92426300048828,-2.477190494537353,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014571.jpg,2604,1059,2679,1146,-3.804923534393311,0.6043849587440491,-1.287838339805603,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014572.jpg,500,991,601,1109,1.872252106666565,-17.297595977783207,-2.538308620452881,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014572.jpg,886,958,975,1062,19.034875869750977,-14.155319213867188,6.782112121582031,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014572.jpg,2057,966,2119,1037,6.663980007171631,-3.8200767040252686,-1.884756326675415,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014572.jpg,701,1254,822,1395,7.7386603355407715,-18.346782684326172,-0.11513575166463852,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014572.jpg,1155,969,1226,1052,24.670276641845703,-2.901203393936157,5.775578022003174,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014572.jpg,3039,1050,3113,1136,27.408042907714844,11.677447319030762,-4.167132377624512,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014572.jpg,1319,990,1396,1080,21.42694664001465,4.952813625335693,-1.8647758960723884,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014572.jpg,1860,961,1927,1039,70.46570587158203,12.285353660583494,-0.5328593850135803,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014573.jpg,2056,968,2115,1037,6.697958946228027,-2.7903051376342773,-3.1009955406188965,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014573.jpg,891,952,980,1056,16.520244598388672,-12.19780158996582,-8.805319786071777,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014573.jpg,710,1253,829,1391,4.923306941986084,-19.04108047485352,-3.1959722042083736,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014573.jpg,1155,968,1228,1053,23.38294982910156,-4.190489768981934,4.34576940536499,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014573.jpg,1901,1049,1982,1142,0.5561273694038391,-3.9944586753845215,6.348056793212892,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014573.jpg,2667,1197,2756,1300,31.545562744140625,3.121626377105713,-9.428248405456543,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014573.jpg,3040,1050,3115,1137,34.078861236572266,13.899190902709961,-7.220893859863281,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014573.jpg,2265,965,2328,1039,-3.2136945724487305,9.045683860778807,-3.368556261062622,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014574.jpg,897,950,988,1057,13.873048782348633,-6.773151874542236,-14.00389575958252,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014574.jpg,707,1270,820,1402,8.547358512878418,-14.655343055725098,-2.0752015113830566,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014574.jpg,1935,1058,2014,1150,13.583827018737793,-2.7777132987976074,8.97951602935791,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014574.jpg,3038,1048,3115,1137,32.599388122558594,12.337878227233887,-6.816697597503662,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014574.jpg,2668,1197,2755,1298,28.50237464904785,1.602698802947998,-19.79222869873047,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014574.jpg,2261,968,2323,1041,7.688061237335205,7.960256099700928,3.1685965061187744,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014574.jpg,1318,983,1404,1083,21.480167388916016,1.7360676527023315,-1.5627667903900146,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014574.jpg,2061,992,2113,1052,-17.554542541503903,3.72765851020813,-18.04117202758789,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014575.jpg,2066,958,2127,1030,5.156598091125488,-10.84392261505127,5.765370845794678,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014575.jpg,2679,1204,2765,1305,13.18242073059082,-3.1411051750183105,2.3195173740386963,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014575.jpg,894,949,988,1058,17.360822677612305,-7.462292671203612,-17.828203201293945,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014575.jpg,3042,1050,3116,1137,26.53253746032715,11.798839569091795,-6.365848064422607,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014575.jpg,2264,969,2325,1039,0.10823076218366624,8.028547286987305,-3.3667221069335938,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014575.jpg,2039,815,2091,876,-1.0803120136260986,8.360007286071777,-0.5426708459854126,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014575.jpg,1319,985,1403,1083,21.50312042236328,2.050844430923462,-2.0016191005706787,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014576.jpg,2071,966,2134,1038,4.478361129760742,2.515385866165161,12.285253524780273,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014576.jpg,888,941,988,1057,17.730836868286133,-7.994415760040282,-21.54003143310547,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014576.jpg,1958,1061,2037,1153,20.262248992919922,-5.3260698318481445,5.28941011428833,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014576.jpg,2263,969,2324,1040,1.954054474830628,9.554116249084473,-0.5800271034240723,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014576.jpg,1319,984,1404,1083,17.0048828125,4.118498802185059,-1.1723382472991943,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014576.jpg,3035,1046,3112,1135,43.80109024047852,12.23525333404541,-11.888175010681152,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014577.jpg,708,1274,822,1407,8.595130920410156,-15.17202854156494,-1.312259554862976,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014577.jpg,2065,970,2129,1045,13.429675102233887,5.547589302062988,9.167811393737793,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014577.jpg,901,959,988,1061,6.237805366516112,-5.734214782714844,-6.090066909790039,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014577.jpg,2669,1203,2750,1297,27.86688232421875,-1.0337092876434326,-15.258866310119627,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014577.jpg,1938,1057,2018,1150,12.070043563842773,-1.5558969974517822,7.805423259735107,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014577.jpg,3043,1052,3117,1137,28.645864486694336,12.85877513885498,-6.544700145721436,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014577.jpg,1318,989,1396,1080,32.04759979248047,5.192272186279297,-1.4915932416915894,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014577.jpg,2261,970,2323,1042,5.67683744430542,6.9763245582580575,0.7217495441436768,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014577.jpg,2377,1053,2448,1136,42.14460372924805,23.704532623291016,2.2865707874298096,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014578.jpg,2792,963,2863,1046,2.5650055408477783,45.8005485534668,1.1293904781341553,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014578.jpg,904,959,990,1059,10.827655792236328,-5.7340569496154785,-4.155082702636719,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014578.jpg,2069,974,2135,1051,10.05642032623291,7.376978874206543,9.981066703796387,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014578.jpg,1321,990,1400,1082,17.014570236206055,5.516042232513428,-2.110628366470337,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014578.jpg,3039,1049,3116,1138,29.99839782714844,13.964971542358398,-6.086509704589844,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014578.jpg,2264,969,2325,1040,-0.3907128870487213,7.735813617706299,-3.1366970539093018,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,1
170524_0900_101/,G0014578.jpg,1915,1067,1992,1156,6.391937732696532,-2.0080528259277344,5.1454758644104,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
170524_0900_101/,G0014579.jpg,502,990,601,1106,-2.3019022941589355,-18.301342010498047,-5.936290740966798,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,2
